"Address_Range","Council_District","HPD_Beat","HPD_District","HPD_Division","Offense","Premise_Type","SNB_Name","SNB_No","Time_Begun","Full_time","Weekday","Month","Time","lat","lon"
"3000-3099 STAPLES","B","7C20",7,"Northeast Division","Auto Theft","Driveway","GREATER FIFTH WARD",55,1472245200000,2016-08-26 16:00:00,"Friday","August","16:00:00",29.789662,-95.3349795
"1400-1499 GREGG","B","7C10",7,"Northeast Division","Burglary","Residence or House","GREATER FIFTH WARD",55,1472313600000,2016-08-27 11:00:00,"Saturday","August","11:00:00",29.7732699,-95.3357734
"2400-2499 WASHINGTON","H","2A40",2,"Central Division","Theft","Apartment Parking Lot","WASHINGTON AVENUE COALITION / MEMORIAL PARK",22,1471852800000,2016-08-22 03:00:00,"Monday","August","03:00:00",29.768317,-95.3827555
"600-699 W 6TH","C","2A30",2,"Central Division","Theft","Commercial Parking Lot or","GREATER HEIGHTS",15,1471885200000,2016-08-22 12:00:00,"Monday","August","12:00:00",29.7803335,-95.4033804
"200-299 HEIGHTS","C","2A50",2,"Central Division","Theft","Garage or Carport","WASHINGTON AVENUE COALITION / MEMORIAL PARK",22,1472016600000,2016-08-24 00:30:00,"Wednesday","August","00:30:00",29.7742749,-95.3972372
"1200-1299 E 33RD","H","3B40",3,"North Division","Burglary","Residence or House","INDEPENDENCE HEIGHTS",13,1471849200000,2016-08-22 02:00:00,"Monday","August","02:00:00",29.816546,-95.3841873
"2400-2499 WASHINGTON","H","2A40",2,"Central Division","Theft","Bar or Night Club","WASHINGTON AVENUE COALITION / MEMORIAL PARK",22,1470510900000,2016-08-06 14:15:00,"Saturday","August","14:15:00",29.768317,-95.3827555
"400-499 VICTORIA","H","3B40",3,"North Division","Robbery","Elementary School","INDEPENDENCE HEIGHTS",13,1.470429e+12,2016-08-05 15:30:00,"Friday","August","15:30:00",29.8356961,-95.3945494
"900-999 FRANKLIN","I","1A10",1,"Special Operations Division","Theft","Road, Street, or Sidewalk","DOWNTOWN",61,1470671340000,2016-08-08 10:49:00,"Monday","August","10:49:00",29.763518,-95.3610698
"100-199 HARVARD","C","2A50",2,"Central Division","Theft","Road, Street, or Sidewalk","WASHINGTON AVENUE COALITION / MEMORIAL PARK",22,1472338800000,2016-08-27 18:00:00,"Saturday","August","18:00:00",29.7703119,-95.3960172
"4300-4399 BEGGS","H","2A10",2,"Central Division","Theft","Other, Unknown, or Not Li","NEAR NORTHSIDE",51,1.47024e+12,2016-08-03 11:00:00,"Wednesday","August","11:00:00",29.7990585,-95.3656715
"400-499 CROSSTIMBERS","H","3B40",3,"North Division","Burglary","Garage or Carport","INDEPENDENCE HEIGHTS",13,1.470306e+12,2016-08-04 05:20:00,"Thursday","August","05:20:00",29.8284409,-95.3953668
"2500-2599 SHEARN","H","2A40",2,"Central Division","Theft","Department or Discount St","WASHINGTON AVENUE COALITION / MEMORIAL PARK",22,1470682800000,2016-08-08 14:00:00,"Monday","August","14:00:00",29.7744114,-95.3825557
"1000-1099 STUDEWOOD","H","2A30",2,"Central Division","Theft","Restaurant or Cafeteria P","GREATER HEIGHTS",15,1470646800000,2016-08-08 04:00:00,"Monday","August","04:00:00",29.7890045,-95.3877948
"200-299 W 20TH","C","2A30",2,"Central Division","Theft","Other Parking Lot","GREATER HEIGHTS",15,1471869900000,2016-08-22 07:45:00,"Monday","August","07:45:00",29.8036759,-95.3998463
"3300-3399 ROLAND","B","7C20",7,"Northeast Division","Theft","Residence or House","GREATER FIFTH WARD",55,1469998800000,2016-07-31 16:00:00,"Sunday","July","16:00:00",29.7910858,-95.336378
"4000-4099 NORTH ","H","3B40",3,"North Division","Auto Theft","Road, Street, or Sidewalk","INDEPENDENCE HEIGHTS",13,1471094460000,2016-08-13 08:21:00,"Saturday","August","08:21:00",29.8238965,-95.37934
"600-699 HEIGHTS","C","2A30",2,"Central Division","Burglary","Construction Site","GREATER HEIGHTS",15,1470656160000,2016-08-08 06:36:00,"Monday","August","06:36:00",29.7818397,-95.396979
"1600-1699 BONNER ST E ","C","2A50",2,"Central Division","Burglary","Residence or House","WASHINGTON AVENUE COALITION / MEMORIAL PARK",22,1470416400000,2016-08-05 12:00:00,"Friday","August","12:00:00",29.7752849,-95.4017681
"3100-3199 COLLINGSWORTH","B","7C20",7,"Northeast Division","Burglary","Department or Discount St","GREATER FIFTH WARD",55,1471833660000,2016-08-21 21:41:00,"Sunday","August","21:41:00",29.7938278,-95.3383877
"2800-2899 SADLER","H","7C30",7,"Northeast Division","Theft","Residence or House","EASTEX - JENSEN AREA",46,1471018440000,2016-08-12 11:14:00,"Friday","August","11:14:00",29.8344872,-95.3427245
"900-999 E 23RD","H","2A20",2,"Central Division","Theft","Driveway","GREATER HEIGHTS",15,1471252140000,2016-08-15 04:09:00,"Monday","August","04:09:00",29.8075431,-95.3869277
"3500-3599 KATY ","C","2A50",2,"Central Division","Theft","Miscellaneous Business (N","WASHINGTON AVENUE COALITION / MEMORIAL PARK",22,1470502800000,2016-08-06 12:00:00,"Saturday","August","12:00:00",29.7812778,-95.4382953
"700-799 HAYS","H","2A10",2,"Central Division","Theft","Miscellaneous Business (N","NEAR NORTHSIDE",51,1470932280000,2016-08-11 11:18:00,"Thursday","August","11:18:00",29.7897193,-95.361329
"800-899 BROOKS","H","2A10",2,"Central Division","Robbery","Road, Street, or Sidewalk","NEAR NORTHSIDE",51,1470267120000,2016-08-03 18:32:00,"Wednesday","August","18:32:00",29.7739169,-95.3587286
"100-199 E CROSSTIMBERS","H","3B50",3,"North Division","Theft","Convenience Store","NORTHSIDE/NORTHLINE",45,1471014060000,2016-08-12 10:01:00,"Friday","August","10:01:00",29.8280157,-95.3756611
"1100-1199 OLIVER","H","2A40",2,"Central Division","Theft","Road, Street, or Sidewalk","WASHINGTON AVENUE COALITION / MEMORIAL PARK",22,1471807800000,2016-08-21 14:30:00,"Sunday","August","14:30:00",29.769648,-95.385098
"200-299 W 12TH","C","2A30",2,"Central Division","Theft","Other Parking Lot","GREATER HEIGHTS",15,1.472328e+12,2016-08-27 15:00:00,"Saturday","August","15:00:00",29.7924935,-95.3990475
"000-099 RIESNER","H","2A40",2,"Central Division","Theft","Residence or House","WASHINGTON AVENUE COALITION / MEMORIAL PARK",22,1472133060000,2016-08-25 08:51:00,"Thursday","August","08:51:00",29.7650752,-95.3712535
"2500-2599 CAMPBELL","B","7C10",7,"Northeast Division","Burglary","Residence or House","GREATER FIFTH WARD",55,1470324840000,2016-08-04 10:34:00,"Thursday","August","10:34:00",29.8169051,-95.5262203
"1400-1499 BRINGHURST","B","7C10",7,"Northeast Division","Auto Theft","Driveway","GREATER FIFTH WARD",55,1470635460000,2016-08-08 00:51:00,"Monday","August","00:51:00",29.773406,-95.3336837
"1900-1999 JOHNSON","H","2A40",2,"Central Division","Theft","Road, Street, or Sidewalk","WASHINGTON AVENUE COALITION / MEMORIAL PARK",22,1471091520000,2016-08-13 07:32:00,"Saturday","August","07:32:00",29.7744764,-95.3736097
"4400-4499 NORTH ","H","3B50",3,"North Division","Robbery","Clothing Store","NORTHSIDE/NORTHLINE",45,1471613340000,2016-08-19 08:29:00,"Friday","August","08:29:00",29.8289344,-95.3796783
"400-499 E 37TH","H","3B40",3,"North Division","Robbery","Road, Street, or Sidewalk","INDEPENDENCE HEIGHTS",13,1470663600000,2016-08-08 08:40:00,"Monday","August","08:40:00",29.8197054,-95.3947119
"600-699 STUDEWOOD","H","2A30",2,"Central Division","Theft","Commercial Parking Lot or","GREATER HEIGHTS",15,1471460400000,2016-08-17 14:00:00,"Wednesday","August","14:00:00",29.7816471,-95.3876153
"600-699 E 33RD","H","3B40",3,"North Division","Burglary","Residence or House","INDEPENDENCE HEIGHTS",13,1471683600000,2016-08-20 04:00:00,"Saturday","August","04:00:00",29.8164107,-95.3925436
"7800-7899 W HARDY","H","3B50",3,"North Division","Robbery","Driveway","NORTHSIDE/NORTHLINE",45,1471450800000,2016-08-17 11:20:00,"Wednesday","August","11:20:00",29.8324298,-95.3557095
"3300-3399 MORRISON","H","2A30",2,"Central Division","Theft","Residence or House","GREATER HEIGHTS",15,1470588600000,2016-08-07 11:50:00,"Sunday","August","11:50:00",29.787784,-95.3731384
"300-399 CROSSTIMBERS","H","3B40",3,"North Division","Theft","Commercial Parking Lot or","INDEPENDENCE HEIGHTS",13,1.471644e+12,2016-08-19 17:00:00,"Friday","August","17:00:00",29.8283105,-95.3976764
"700-799 MEMORIAL HEIGHTS","H","2A40",2,"Central Division","Theft","Road, Street, or Sidewalk","WASHINGTON AVENUE COALITION / MEMORIAL PARK",22,1471726800000,2016-08-20 16:00:00,"Saturday","August","16:00:00",29.7667582,-95.3910685
"7400-7499 IRVINGTON","H","3B50",3,"North Division","Rape","Bar or Night Club Parking","NORTHSIDE/NORTHLINE",45,1472176800000,2016-08-25 21:00:00,"Thursday","August","21:00:00",29.8276927,-95.3612042
"2300-2399 STAPLES","B","7C20",7,"Northeast Division","Robbery","Road, Street, or Sidewalk","GREATER FIFTH WARD",55,1.471842e+12,2016-08-22 00:00:00,"Monday","August","00:00:00",29.7828383,-95.3350142
"4600-4699 ARLINGTON","H","3B40",3,"North Division","Theft","Road, Street, or Sidewalk","INDEPENDENCE HEIGHTS",13,1472061600000,2016-08-24 13:00:00,"Wednesday","August","13:00:00",29.8322459,-95.3944893
"1400-1499 HOLLY","H","2A40",2,"Central Division","Burglary","Road, Street, or Sidewalk","WASHINGTON AVENUE COALITION / MEMORIAL PARK",22,1471947960000,2016-08-23 05:26:00,"Tuesday","August","05:26:00",29.7708166,-95.3689436
"4200-4299 E CROSSTIMBERS","B","8C10",8,"Northeast Division","Robbery","Convenience Store","TRINITY / HOUSTON GARDENS",48,1471992600000,2016-08-23 17:50:00,"Tuesday","August","17:50:00",29.8291797,-95.3288888
"4300-4399 OXFORD","H","3B40",3,"North Division","Theft","High School","INDEPENDENCE HEIGHTS",13,1472124600000,2016-08-25 06:30:00,"Thursday","August","06:30:00",29.8268414,-95.3918373
"800-899 HOUSTON","H","2A40",2,"Central Division","Auto Theft","Vehicle/Auto Sales/Lease/","WASHINGTON AVENUE COALITION / MEMORIAL PARK",22,1470846180000,2016-08-10 11:23:00,"Wednesday","August","11:23:00",29.6676796,-95.2399284
"1000-1099 SAN JACINTO","H","1A10",1,"Special Operations Division","Theft","Road, Street, or Sidewalk","DOWNTOWN",61,1471125600000,2016-08-13 17:00:00,"Saturday","August","17:00:00",29.7559141,-95.3632085
"4200-4299 EUROPA","H","3B40",3,"North Division","Theft","Driveway","INDEPENDENCE HEIGHTS",13,1.472202e+12,2016-08-26 04:00:00,"Friday","August","04:00:00",29.8256751,-95.3864572
"000-099 HARVARD","C","2A50",2,"Central Division","Auto Theft","Restaurant or Cafeteria P","WASHINGTON AVENUE COALITION / MEMORIAL PARK",22,1471954560000,2016-08-23 07:16:00,"Tuesday","August","07:16:00",29.7694197,-95.3960188
"300-399 W 19TH","C","2A30",2,"Central Division","Theft","Alley","GREATER HEIGHTS",15,1471964400000,2016-08-23 10:00:00,"Tuesday","August","10:00:00",29.8028904,-95.4014281
"4800-4899 NORTH ","H","3B40",3,"North Division","Theft","Hotel, Motel, Inn, Etc.","INDEPENDENCE HEIGHTS",13,1471937400000,2016-08-23 02:30:00,"Tuesday","August","02:30:00",29.7276633,-95.420623
"3000-3099 JEWEL","B","7C20",7,"Northeast Division","Aggravated Assault","Other Parking Lot","GREATER FIFTH WARD",55,1471113180000,2016-08-13 13:33:00,"Saturday","August","13:33:00",29.7898006,-95.3391808
"2500-2599 SHEARN","H","2A40",2,"Central Division","Theft","Department or Discount St","WASHINGTON AVENUE COALITION / MEMORIAL PARK",22,1470742200000,2016-08-09 06:30:00,"Tuesday","August","06:30:00",29.7744114,-95.3825557
"5300-5399 TERRY","H","2A10",2,"Central Division","Aggravated Assault","Multi-Plex Home (Duplex,T","NEAR NORTHSIDE",51,1470327600000,2016-08-04 11:20:00,"Thursday","August","11:20:00",29.8076918,-95.3535134
"5700-5799 EASTEX ","B","7C20",7,"Northeast Division","Burglary","Maintenance or Building S","KASHMERE GARDENS",52,1471188600000,2016-08-14 10:30:00,"Sunday","August","10:30:00",29.8100317,-95.3333619
"7700-7799 JENSEN","H","7C30",7,"Northeast Division","Auto Theft","Road, Street, or Sidewalk","EASTEX - JENSEN AREA",46,1.470501e+12,2016-08-06 11:30:00,"Saturday","August","11:30:00",29.8287633,-95.3425753
"000-099 E CROSSTIMBERS","H","3B50",3,"North Division","Theft","Miscellaneous Business (N","NORTHSIDE/NORTHLINE",45,1471266180000,2016-08-15 08:03:00,"Monday","August","08:03:00",29.8285543,-95.3806261
"4200-4299 CROSSTIMBERS","B","8C10",8,"Northeast Division","Theft","Grocery Store or Supermar","TRINITY / HOUSTON GARDENS",48,1471269600000,2016-08-15 09:00:00,"Monday","August","09:00:00",29.8291797,-95.3288888
"1000-1099 WAVERLY","C","2A30",2,"Central Division","Theft","Road, Street, or Sidewalk","GREATER HEIGHTS",15,1471335120000,2016-08-16 03:12:00,"Tuesday","August","03:12:00",29.7887618,-95.4044351
"300-399 W 23RD","C","2A30",2,"Central Division","Auto Theft","Driveway","GREATER HEIGHTS",15,1471458600000,2016-08-17 13:30:00,"Wednesday","August","13:30:00",29.8069546,-95.4015241
"2500-2599 GANO","H","2A10",2,"Central Division","Aggravated Assault","Apartment","NEAR NORTHSIDE",51,1471202880000,2016-08-14 14:28:00,"Sunday","August","14:28:00",29.7843354,-95.3546977
"7200-7299 SEMMES","H","7C30",7,"Northeast Division","Burglary","Residence or House","EASTEX - JENSEN AREA",46,1471518300000,2016-08-18 06:05:00,"Thursday","August","06:05:00",29.8241453,-95.3487977
"1900-1999 NOBLE","H","2A10",2,"Central Division","Murder","Field, Woods, Forest, Par","NEAR NORTHSIDE",51,1470882420000,2016-08-10 21:27:00,"Wednesday","August","21:27:00",29.7804797,-95.3497458
"4400-4499 FULTON ST IB ","H","2A10",2,"Central Division","Rape","Residence or House","NEAR NORTHSIDE",51,1471183200000,2016-08-14 09:00:00,"Sunday","August","09:00:00",29.8002255,-95.3673968
"4700-4799 AIRLINE","H","3B50",3,"North Division","Theft","Grocery Store or Supermar","NORTHSIDE/NORTHLINE",45,1472168400000,2016-08-25 18:40:00,"Thursday","August","18:40:00",29.8348535,-95.3842725
"500-599 W 24TH","C","2A30",2,"Central Division","Aggravated Assault","Apartment Parking Lot","GREATER HEIGHTS",15,1.472076e+12,2016-08-24 17:00:00,"Wednesday","August","17:00:00",29.8079035,-95.4059923
"2700-2799 WHITE OAK","H","2A30",2,"Central Division","Theft","Bar or Night Club Parking","GREATER HEIGHTS",15,1.472076e+12,2016-08-24 17:00:00,"Wednesday","August","17:00:00",29.7816366,-95.3877518
"2200-2299 CRESTON","H","7C20",7,"Northeast Division","Aggravated Assault","Residence or House","EASTEX - JENSEN AREA",46,1472238780000,2016-08-26 14:13:00,"Friday","August","14:13:00",29.8190167,-95.3475071
"7900-7999 JENSEN","H","7C30",7,"Northeast Division","Aggravated Assault","Car Wash","EASTEX - JENSEN AREA",46,1472237100000,2016-08-26 13:45:00,"Friday","August","13:45:00",29.8314028,-95.34172
"4700-4799 N MAIN","H","2A20",2,"Central Division","Theft","Restaurant or Cafeteria P","GREATER HEIGHTS",15,1471867200000,2016-08-22 07:00:00,"Monday","August","07:00:00",29.7978359,-95.3820966
"4000-4099 IRVINGTON","H","2A10",2,"Central Division","Robbery","Apartment Parking Lot","NEAR NORTHSIDE",51,1471560600000,2016-08-18 17:50:00,"Thursday","August","17:50:00",29.7965838,-95.3608893
"100-199 YALE ","C","2A50",2,"Central Division","Theft","Commercial Parking Lot or","WASHINGTON AVENUE COALITION / MEMORIAL PARK",22,1470500040000,2016-08-06 11:14:00,"Saturday","August","11:14:00",29.7717266,-95.3988981
"1800-1899 OXFORD","C","2A30",2,"Central Division","Burglary","Garage or Carport","GREATER HEIGHTS",15,1.47168e+12,2016-08-20 03:00:00,"Saturday","August","03:00:00",29.8020346,-95.3922106
"1200-1299 CAMPBELL","H","2A10",2,"Central Division","Theft","Residence or House","NEAR NORTHSIDE",51,1.471464e+12,2016-08-17 15:00:00,"Wednesday","August","15:00:00",29.7823358,-95.3560997
"4400-4499 NORTH ","H","3B50",3,"North Division","Theft","Department or Discount St","NORTHSIDE/NORTHLINE",45,1471447800000,2016-08-17 10:30:00,"Wednesday","August","10:30:00",29.8289344,-95.3796783
"300-399 MARATHON","H","3B40",3,"North Division","Theft","Apartment Parking Lot","INDEPENDENCE HEIGHTS",13,1472216880000,2016-08-26 08:08:00,"Friday","August","08:08:00",29.8220787,-95.4021536
"900-999 WALLING","H","2A20",2,"Central Division","Theft","Residence or House","GREATER HEIGHTS",15,1471618800000,2016-08-19 10:00:00,"Friday","August","10:00:00",29.8003396,-95.3828584
"000-099 WAUGH ","H","2A50",2,"Central Division","Theft","Bar or Night Club Parking","WASHINGTON AVENUE COALITION / MEMORIAL PARK",22,1471718400000,2016-08-20 13:40:00,"Saturday","August","13:40:00",29.768906,-95.3983747
"300-399 PLYMOUTH","H","3B50",3,"North Division","Robbery","Residence or House","NORTHSIDE/NORTHLINE",45,1472411220000,2016-08-28 14:07:00,"Sunday","August","14:07:00",29.823615,-95.371432
"3200-3299 RINER","H","7C30",7,"Northeast Division","Theft","Miscellaneous Business (N","EASTEX - JENSEN AREA",46,1472198400000,2016-08-26 03:00:00,"Friday","August","03:00:00",29.8260911,-95.3376895
"900-999 PRESTON","I","1A10",1,"Special Operations Division","Robbery","Road, Street, or Sidewalk","DOWNTOWN",61,1472429100000,2016-08-28 19:05:00,"Sunday","August","19:05:00",29.7617855,-95.3621631
"6200-6299 HIRSCH","B","7C20",7,"Northeast Division","Robbery","Road, Street, or Sidewalk","TRINITY / HOUSTON GARDENS",48,1470442020000,2016-08-05 19:07:00,"Friday","August","19:07:00",29.8157642,-95.3287117
"4100-4199 E CROSSTIMBERS","H","8C10",8,"Northeast Division","Theft","Convenience Store Parking","TRINITY / HOUSTON GARDENS",48,1471288320000,2016-08-15 14:12:00,"Monday","August","14:12:00",29.828889,-95.3305759
"4400-4499 NORTH ","H","3B50",3,"North Division","Auto Theft","Other Parking Lot","NORTHSIDE/NORTHLINE",45,1471816800000,2016-08-21 17:00:00,"Sunday","August","17:00:00",29.8289344,-95.3796783
"2800-2899 N SHEPHERD","C","2A30",2,"Central Division","Theft","Strip Business Center Par","GREATER HEIGHTS",15,1471174320000,2016-08-14 06:32:00,"Sunday","August","06:32:00",29.8119441,-95.4102944
"4400-4499 NORTH ","H","3B50",3,"North Division","Theft","Grocery Store or Supermar","NORTHSIDE/NORTHLINE",45,1470602820000,2016-08-07 15:47:00,"Sunday","August","15:47:00",29.8289344,-95.3796783
"1100-1199 COMMERCE","I","1A10",1,"Special Operations Division","Theft","Vacant Government or Publ","DOWNTOWN",61,1471701600000,2016-08-20 09:00:00,"Saturday","August","09:00:00",29.7631451,-95.3585777
"100-199 YALE ","C","2A50",2,"Central Division","Theft","Grocery Store or Supermar","WASHINGTON AVENUE COALITION / MEMORIAL PARK",22,1471546080000,2016-08-18 13:48:00,"Thursday","August","13:48:00",29.7717266,-95.3988981
"1300-1399 WHITE","H","2A40",2,"Central Division","Theft","Residence or House","WASHINGTON AVENUE COALITION / MEMORIAL PARK",22,1470297600000,2016-08-04 03:00:00,"Thursday","August","03:00:00",29.770005,-95.3780993
"000-099 FARRELL","H","3B50",3,"North Division","Burglary","Other, Unknown, or Not Li","NORTHSIDE/NORTHLINE",45,1471824060000,2016-08-21 19:01:00,"Sunday","August","19:01:00",29.8399325,-95.3837995
"1300-1399 CROSSTIMBERS","H","3B40",3,"North Division","Theft","Convenience Store","INDEPENDENCE HEIGHTS",13,1472476800000,2016-08-29 08:20:00,"Monday","August","08:20:00",29.8289177,-95.3557052
"4400-4499 NORTH ","H","3B50",3,"North Division","Theft","Grocery Store or Supermar","NORTHSIDE/NORTHLINE",45,1471449600000,2016-08-17 11:00:00,"Wednesday","August","11:00:00",29.8289344,-95.3796783
"100-199 HEIGHTS","C","2A50",2,"Central Division","Theft","Restaurant or Cafeteria P","WASHINGTON AVENUE COALITION / MEMORIAL PARK",22,1471439700000,2016-08-17 08:15:00,"Wednesday","August","08:15:00",29.7704001,-95.3971551
